,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Age,Attrition,DistanceFromHome,Education,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,absences_days,mean_actual_hours,Non-Travel,Travel_Frequently,Travel_Rarely,Human Resources,Research & Development,Sales,Life Sciences,Marketing,Medical,Other,Technical Degree,Healthcare Representative,Laboratory Technician,Manager,Manufacturing Director,Research Director,Research Scientist,Sales Executive,Sales Representative,Divorced,Married,Single
2400,2401,1.0,2.0,2.0,2,3,29,0.0,1,2,1.0,2,42400,1.0,14,0,10.0,2,10,0,9,7,9.86,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2401,2402,4.0,4.0,3.0,2,3,33,0.0,7,3,1.0,5,109990,1.0,18,3,6.0,3,6,0,4,21,5.46,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2402,2403,4.0,2.0,2.0,3,3,32,0.0,5,4,1.0,5,50030,0.0,13,0,10.0,5,9,1,6,7,5.88,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2403,2404,1.0,4.0,3.0,2,3,31,0.0,28,4,0.0,2,127420,1.0,11,0,10.0,4,10,0,2,7,6.76,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2404,2405,4.0,1.0,2.0,2,3,49,0.0,2,4,1.0,1,42270,4.0,18,0,17.0,3,2,2,2,3,9.02,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2405,2406,4.0,2.0,3.0,3,3,38,0.0,29,2,0.0,1,39170,1.0,15,3,4.0,2,4,3,3,14,6.88,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2406,2407,2.0,2.0,3.0,2,4,47,0.0,1,4,1.0,3,183030,6.0,22,1,29.0,2,3,1,2,17,5.84,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2407,2408,3.0,3.0,3.0,1,3,49,0.0,21,3,1.0,2,23800,4.0,13,0,23.0,3,8,0,0,8,5.74,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2408,2409,4.0,3.0,3.0,4,3,41,0.0,24,4,0.0,4,137260,3.0,12,0,21.0,6,2,0,2,18,9.76,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2409,2410,4.0,1.0,3.0,3,3,20,0.0,1,3,1.0,1,47770,1.0,18,1,2.0,3,2,0,2,6,6.94,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2410,2411,3.0,4.0,3.0,2,3,33,0.0,18,2,0.0,2,63850,1.0,13,0,7.0,6,6,1,2,6,8.74,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2411,2412,1.0,3.0,2.0,3,3,36,0.0,2,2,1.0,3,199730,6.0,12,0,10.0,2,3,0,2,7,5.34,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2412,2413,3.0,4.0,3.0,2,3,44,0.0,9,3,0.0,3,68610,4.0,12,0,8.0,2,2,2,2,10,7.69,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2413,2414,4.0,3.0,3.0,3,3,23,1.0,6,3,0.0,3,49690,1.0,12,0,5.0,3,5,1,2,20,7.08,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2414,2415,4.0,3.0,2.0,3,3,38,0.0,11,2,1.0,1,198450,7.0,11,1,7.0,3,0,0,0,7,6.74,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2415,2416,2.0,4.0,3.0,3,3,53,0.0,24,3,1.0,4,133200,3.0,11,0,11.0,2,4,1,2,15,7.08,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2416,2417,4.0,3.0,3.0,1,3,48,1.0,10,2,1.0,1,63470,2.0,12,1,19.0,3,9,7,7,8,9.11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2417,2418,4.0,2.0,3.0,3,3,32,1.0,1,3,1.0,2,27430,1.0,19,1,1.0,2,1,0,0,20,6.49,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2418,2419,4.0,4.0,3.0,3,4,26,0.0,18,2,1.0,1,108800,1.0,23,1,7.0,5,7,5,7,11,6.47,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2419,2420,1.0,2.0,3.0,3,3,55,0.0,23,1,1.0,5,23420,5.0,11,2,8.0,2,4,1,2,20,6.64,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2420,2421,2.0,4.0,4.0,1,3,34,0.0,28,3,0.0,2,176500,1.0,19,1,15.0,6,15,4,13,10,7.2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2421,2422,3.0,4.0,4.0,2,3,60,0.0,17,4,1.0,1,40250,3.0,13,1,19.0,5,1,0,0,17,5.42,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2422,2423,2.0,2.0,3.0,3,3,33,0.0,3,3,1.0,3,97250,1.0,11,0,14.0,0,14,2,13,6,7.04,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2423,2424,3.0,4.0,2.0,3,3,37,0.0,13,3,1.0,1,119040,1.0,12,1,6.0,4,6,1,3,15,5.68,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2424,2425,2.0,4.0,3.0,3,3,34,0.0,7,2,1.0,1,21770,1.0,13,0,10.0,5,10,8,7,5,6.52,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2425,2426,3.0,4.0,3.0,3,3,23,1.0,12,2,1.0,2,75250,1.0,14,2,3.0,2,3,0,2,15,8.28,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2426,2427,3.0,4.0,3.0,4,3,44,0.0,1,3,1.0,1,48340,1.0,14,0,9.0,1,8,6,7,7,7.74,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2427,2428,1.0,4.0,4.0,3,3,35,0.0,13,3,1.0,3,20420,0.0,16,0,6.0,2,5,1,4,13,7.33,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2428,2429,4.0,4.0,3.0,1,3,43,0.0,25,4,1.0,2,22200,1.0,11,0,10.0,2,10,8,8,21,7.05,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2429,2430,3.0,3.0,3.0,3,3,24,0.0,6,3,1.0,3,10520,1.0,13,0,5.0,3,5,0,4,14,5.86,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2430,2431,4.0,3.0,3.0,3,3,41,0.0,6,4,1.0,1,28210,1.0,17,0,10.0,3,10,8,7,18,6.06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2431,2432,4.0,3.0,3.0,3,3,29,0.0,2,2,1.0,2,192370,9.0,11,1,9.0,2,5,1,2,19,6.86,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2432,2433,3.0,4.0,2.0,1,3,36,0.0,1,4,0.0,3,41070,3.0,11,1,17.0,2,13,6,7,10,5.64,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2433,2434,3.0,3.0,2.0,2,3,45,0.0,2,3,0.0,2,83960,3.0,15,2,25.0,3,23,14,4,12,5.63,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2434,2435,4.0,3.0,3.0,2,3,24,1.0,6,2,0.0,2,20070,1.0,12,0,1.0,2,1,0,0,14,5.66,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2435,2436,3.0,3.0,1.0,3,3,47,1.0,1,3,0.0,2,196270,7.0,11,2,25.0,1,23,14,10,20,5.79,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2436,2437,4.0,3.0,4.0,3,3,26,0.0,9,1,1.0,1,106860,1.0,14,1,3.0,2,3,0,2,6,6.97,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2437,2438,4.0,2.0,3.0,3,4,45,0.0,1,4,1.0,1,29420,1.0,22,1,21.0,4,21,8,6,21,5.62,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2438,2439,1.0,3.0,2.0,3,3,32,0.0,1,1,1.0,2,88580,6.0,16,1,10.0,2,5,1,3,14,6.07,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2439,2440,2.0,3.0,4.0,3,3,31,0.0,14,2,1.0,1,167560,1.0,11,2,6.0,5,5,0,3,14,6.36,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2440,2441,3.0,2.0,3.0,1,3,41,0.0,2,2,1.0,2,107980,6.0,14,2,10.0,5,3,1,2,20,6.62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2441,2442,2.0,1.0,3.0,3,3,40,0.0,22,2,1.0,1,23230,2.0,16,1,18.0,2,1,0,0,2,9.15,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2442,2443,2.0,1.0,4.0,2,3,24,0.0,3,3,0.0,1,14160,1.0,15,1,6.0,3,6,1,2,7,5.36,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2443,2444,3.0,2.0,3.0,2,3,46,0.0,6,3,1.0,4,46150,6.0,12,0,19.0,3,10,0,9,18,6.58,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2444,2445,4.0,3.0,3.0,3,4,35,0.0,8,4,1.0,1,24610,2.0,20,1,17.0,4,7,0,7,19,6.48,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2445,2446,2.0,4.0,2.0,3,3,30,0.0,9,4,1.0,1,87220,1.0,17,1,10.0,3,10,0,8,22,6.32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2446,2447,3.0,2.0,1.0,3,3,47,0.0,3,2,0.0,2,39550,7.0,12,1,4.0,5,1,0,0,22,6.59,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2447,2448,3.0,4.0,2.0,3,4,46,0.0,1,4,0.0,3,99570,4.0,20,0,13.0,1,10,0,3,8,8.94,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2448,2449,2.0,1.0,3.0,3,4,36,1.0,1,3,1.0,2,33760,5.0,20,0,16.0,3,2,2,2,2,9.8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2449,2450,1.0,2.0,3.0,3,3,32,1.0,26,3,0.0,2,88230,6.0,13,2,10.0,3,0,0,0,5,6.36,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2450,2451,3.0,2.0,1.0,3,3,23,0.0,6,4,1.0,3,103220,1.0,14,2,3.0,2,3,1,2,9,5.35,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2451,2452,4.0,4.0,2.0,3,3,31,0.0,3,3,1.0,2,46210,2.0,18,1,9.0,3,5,1,4,7,5.86,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2452,2453,4.0,4.0,3.0,2,3,39,0.0,3,3,0.0,2,109760,1.0,11,0,9.0,3,9,5,8,5,9.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2453,2454,4.0,3.0,1.0,2,3,32,0.0,6,3,1.0,1,36600,3.0,11,2,10.0,0,4,0,2,10,6.84,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2454,2455,2.0,2.0,2.0,2,3,40,0.0,6,3,1.0,3,104820,1.0,11,1,21.0,6,21,12,8,18,6.91,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2455,2456,3.0,3.0,4.0,3,3,45,0.0,19,4,1.0,1,71190,4.0,15,0,9.0,2,5,0,3,4,7.12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2456,2457,4.0,1.0,3.0,3,3,30,0.0,9,3,1.0,1,95820,0.0,12,1,10.0,2,9,0,7,21,5.34,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2457,2458,1.0,4.0,3.0,3,3,24,0.0,3,4,1.0,1,45080,0.0,11,1,3.0,5,2,2,1,10,5.26,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2458,2459,3.0,4.0,2.0,3,3,30,1.0,10,3,0.0,1,22070,6.0,14,0,6.0,4,4,1,2,6,6.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2459,2460,1.0,3.0,3.0,4,3,31,0.0,3,2,1.0,3,77560,1.0,15,2,6.0,3,5,0,2,4,6.96,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2460,2461,3.0,4.0,2.0,2,3,27,0.0,3,3,1.0,1,66940,1.0,13,1,6.0,2,6,1,4,6,5.74,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2461,2462,2.0,2.0,3.0,3,3,29,1.0,4,3,1.0,5,36910,1.0,13,0,2.0,3,2,2,2,20,5.82,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2462,2463,4.0,3.0,4.0,3,4,29,0.0,8,4,0.0,1,23770,8.0,21,1,10.0,2,3,0,2,10,7.92,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2463,2464,3.0,1.0,3.0,3,3,30,0.0,7,3,1.0,3,23130,2.0,11,0,12.0,5,7,1,7,5,7.29,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2464,2465,4.0,4.0,3.0,2,3,34,0.0,1,2,0.0,2,176650,0.0,11,0,6.0,5,5,1,2,11,8.96,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2465,2466,4.0,2.0,2.0,3,3,33,0.0,2,4,1.0,1,25960,8.0,14,1,13.0,4,11,1,7,11,6.64,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2466,2467,4.0,4.0,4.0,3,3,49,0.0,3,4,1.0,1,47280,3.0,11,1,8.0,4,5,0,4,8,6.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2467,2468,1.0,1.0,2.0,1,3,33,1.0,10,3,1.0,1,43020,2.0,13,0,11.0,3,0,0,0,4,7.7,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2468,2469,3.0,2.0,2.0,3,3,38,0.0,28,3,1.0,1,29790,4.0,12,1,9.0,3,6,0,5,18,6.83,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2469,2470,1.0,3.0,3.0,3,3,31,1.0,9,4,1.0,2,168850,2.0,14,2,10.0,2,1,0,0,20,5.36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2470,2471,4.0,1.0,3.0,3,3,29,0.0,3,4,0.0,2,55930,1.0,13,1,1.0,3,1,0,0,16,5.55,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2471,2472,3.0,3.0,3.0,3,3,30,0.0,2,1,1.0,1,104450,3.0,18,1,10.0,3,7,1,7,23,5.72,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2472,2473,2.0,2.0,3.0,3,3,32,0.0,10,4,0.0,1,87400,2.0,11,1,12.0,2,7,0,7,17,5.15,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2473,2474,2.0,4.0,3.0,2,3,38,0.0,8,2,0.0,1,25140,3.0,11,0,15.0,2,1,1,0,12,8.09,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2474,2475,3.0,3.0,3.0,3,3,43,1.0,1,4,1.0,3,76550,9.0,12,1,6.0,3,1,0,0,17,7.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2475,2476,2.0,2.0,2.0,3,3,42,0.0,1,3,0.0,1,174650,8.0,13,1,7.0,3,5,0,4,16,5.83,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2476,2477,3.0,3.0,3.0,3,4,55,0.0,3,2,0.0,1,73510,8.0,20,1,34.0,3,1,0,0,20,6.54,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2477,2478,4.0,2.0,2.0,3,3,33,0.0,14,3,1.0,1,108200,5.0,12,0,11.0,2,9,1,7,8,5.96,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2478,2479,3.0,1.0,3.0,3,3,41,0.0,5,3,1.0,1,121690,1.0,19,0,5.0,2,5,0,4,19,5.47,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2479,2480,4.0,3.0,3.0,2,4,34,0.0,7,4,0.0,1,196260,1.0,21,0,15.0,5,15,0,7,9,7.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2480,2481,1.0,3.0,2.0,4,3,53,0.0,10,4,1.0,2,20700,4.0,13,2,27.0,2,3,0,2,15,7.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2481,2482,2.0,4.0,3.0,3,3,43,0.0,16,2,0.0,1,67820,0.0,16,1,10.0,2,9,1,8,17,5.28,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2482,2483,4.0,4.0,3.0,3,3,34,0.0,10,2,0.0,5,77790,5.0,12,1,6.0,2,2,2,2,21,6.6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2483,2484,2.0,2.0,3.0,4,3,21,1.0,1,2,1.0,5,27910,1.0,14,0,1.0,3,1,1,0,16,6.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2484,2485,4.0,3.0,3.0,2,3,38,0.0,8,2,0.0,2,32010,1.0,11,1,5.0,3,5,0,4,15,5.59,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2485,2486,3.0,1.0,3.0,3,3,22,1.0,1,3,1.0,4,49680,1.0,14,0,1.0,3,1,0,0,5,8.18,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2486,2487,1.0,4.0,3.0,2,3,31,0.0,8,5,1.0,5,131200,1.0,12,2,13.0,6,12,5,7,14,6.48,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2487,2488,1.0,3.0,3.0,3,3,51,0.0,1,4,0.0,1,40330,2.0,14,0,15.0,2,2,2,2,16,5.8,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
